site_id,pos_sales,eo_pct,utilization,epp_pct,exam_slots,asp,ar_pct,ar,appts_created,eo,epp,cl_exam,comp_exam,mas,mas_pct,ri,ri_pct,total_exam,comp_exam_pct,patient_fallout,date,site_name,Region,District,State,City,opening_date,Quad,sq_footage,dma,nearest_competitor,competitor_ct_1mi,median_hh_income_1mi,pop_1mi,avg_customer_age,is_acuity,is_tele_opt,property_type,vintage,exam_lanes,office_status,media_market,vintage_cohort,is_medicaid,pos_sales_dq_flag,utilization_dq_flag,asp_dq_flag,eo_pct_dq_flag,epp_pct_dq_flag,ri_pct_dq_flag,mas_pct_dq_flag,appts_created_dq_flag,patient_fallout_dq_flag,comp_exam_pct_dq_flag,zero_slots_flag,office_age_yrs,exams_per_lane,pos_sales_roll_mean,pos_sales_roll_std,pos_sales_wow_delta,pos_sales_wow_pct_chg,pos_sales_4w_trend,utilization_roll_mean,utilization_roll_std,utilization_wow_delta,utilization_wow_pct_chg,utilization_4w_trend,asp_roll_mean,asp_roll_std,asp_wow_delta,asp_wow_pct_chg,asp_4w_trend,eo_pct_roll_mean,eo_pct_roll_std,eo_pct_wow_delta,eo_pct_wow_pct_chg,eo_pct_4w_trend,epp_pct_roll_mean,epp_pct_roll_std,epp_pct_wow_delta,epp_pct_wow_pct_chg,epp_pct_4w_trend,ri_pct_roll_mean,ri_pct_roll_std,ri_pct_wow_delta,ri_pct_wow_pct_chg,ri_pct_4w_trend,mas_pct_roll_mean,mas_pct_roll_std,mas_pct_wow_delta,mas_pct_wow_pct_chg,mas_pct_4w_trend,appts_created_roll_mean,appts_created_roll_std,appts_created_wow_delta,appts_created_wow_pct_chg,appts_created_4w_trend,patient_fallout_roll_mean,patient_fallout_roll_std,patient_fallout_wow_delta,patient_fallout_wow_pct_chg,patient_fallout_4w_trend,comp_exam_pct_roll_mean,comp_exam_pct_roll_std,comp_exam_pct_wow_delta,comp_exam_pct_wow_pct_chg,comp_exam_pct_4w_trend,has_min_history,pos_sales_zscore,pos_sales_flag,utilization_zscore,utilization_flag,asp_zscore,asp_flag,eo_pct_zscore,eo_pct_flag,epp_pct_zscore,epp_pct_flag,ri_pct_zscore,ri_pct_flag,mas_pct_zscore,mas_pct_flag,appts_created_zscore,appts_created_flag,patient_fallout_zscore,patient_fallout_flag,comp_exam_pct_zscore,comp_exam_pct_flag,pos_sales_direction,utilization_direction,asp_direction,eo_pct_direction,epp_pct_direction,ri_pct_direction,mas_pct_direction,appts_created_direction,patient_fallout_direction,comp_exam_pct_direction,anomaly_score,pos_sales_neg_flag,pos_sales_pos_flag,utilization_neg_flag,utilization_pos_flag,asp_neg_flag,asp_pos_flag,eo_pct_neg_flag,eo_pct_pos_flag,epp_pct_neg_flag,epp_pct_pos_flag,ri_pct_neg_flag,ri_pct_pos_flag,mas_pct_neg_flag,mas_pct_pos_flag,appts_created_neg_flag,appts_created_pos_flag,patient_fallout_neg_flag,patient_fallout_pos_flag,comp_exam_pct_neg_flag,comp_exam_pct_pos_flag,negative_score,positive_score,weighted_negative_score,weighted_positive_score,primary_driver,anomaly_type,alert_tier,positive_tier,alert_tier_unweighted,sales_trajectory,predicted_sales_4w,trajectory_pct_change
MED-393,22492.644,0.39622641509433965,0.8217821782178217,0.5454545454545454,101.0,270.9957108433735,0.5909090909090909,39.0,129,21.0,36.0,6.0,53.0,5.0,0.8333333333333334,63.0,1.1886792452830188,83.0,0.5955056179775281,0,2026-03-28,MED-393 AL-Calera,Region 3,District 308,AL,Calera,2018-11-12 00:00:00,"2. High Supply, Low Demand",5210.0,Birmingham (Anniston & Tuscaloosa) AL,Walmart Vision & Glasses,1.0,73862.8,294.055,43.0,1.0,0.0,Free Standing,2018 Vintage,5.0,Active,"Birmingham, AL",Growth Era (2016-2019),1.0,0,0,0,0,0,0,0,0,0,0,0,7.4,16.6,36072.401725,1710.4094287251849,-11318.527399999999,-0.334757032404976,-4440.7666,0.6901608325449384,0.05718596764429477,0.10749646393210743,0.1504950495049504,0.06642187397547701,358.3723100864073,20.692090594150805,-84.91135652504755,-0.23857732624665928,-36.67144319405281,0.2909951240602407,0.028567447966469525,0.07364576993304933,0.2283018867924529,0.034036256011838704,0.6399554026387279,0.030296436038191203,-0.10366826156299846,-0.15970515970515975,-0.03735990037359901,1.077045853049264,0.05398027414708433,0.05964698721850259,0.05283018867924505,0.02367739548649646,0.7657407407407407,0.10073461310340094,0.0,0.0,0.02777777777777779,158.5,9.574271077563358,-41.0,-0.24117647058823533,-8.333333333333334,15.25,2.629955639676587,-17.0,-1.0,-4.333333333333333,0.600223308964488,0.042631320465284506,0.04683305160584672,0.08535701341065605,-0.0003285366975491015,True,-7.939477821471885,1,2.3016371164966145,1,-4.222705233454431,1,3.6836083908374344,1,-3.1192070600336015,1,2.0680404832620627,1,0.670996696271727,0,-3.081174510415859,1,-5.798576892298965,1,-0.11066255831323708,0,below_normal,above_normal,below_normal,above_normal,below_normal,above_normal,normal,below_normal,below_normal,normal,8,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,5,3,7.0,4.5,pos_sales,Medicaid Payer Mix Shift,Critical Alert,Positive Outlier,Critical Alert,green,28348.19,0.2603
MED-618,39302.3628,0.3090909090909091,0.8040540540540541,0.75,148.0,330.271956302521,0.9322033898305084,55.0,205,34.0,45.0,38.0,110.0,18.0,0.47368421052631576,73.0,0.6636363636363637,119.0,0.7006369426751592,0,2026-03-28,MED-618 OH-Beechmont,Region 5,District 502,OH,Cincinnati,2019-08-05 00:00:00,"1. High Supply, High Demand",2500.0,Cincinnati OH,Wing Eye Care,5.0,99898.9,10443.7,49.0,1.0,0.0,Neighborhood Center,2019 Vintage,6.0,Active,"Cincinnati, OH - IN - KY",Growth Era (2016-2019),0.0,0,0,0,0,0,0,0,0,0,0,0,6.6,19.833333333333332,80358.86455,1569.2546132177804,-42977.0913,-0.5223307783224584,-13635.892066666667,0.9208302924922451,0.020179139226029333,-0.14228740936058004,-0.15035525215937584,-0.038912675051288925,417.8868257961298,22.06367741231198,-93.8489411201594,-0.22127874785341972,-33.65493750489444,0.24648784727909798,0.01711093731112081,0.0664873587950511,0.27405764966740587,0.0264257481648786,0.6008206951882841,0.06561695377326943,0.059523809523809534,0.0862068965517242,0.048898071625344354,0.7691975940534237,0.06696540316761723,-0.1884346422807961,-0.2211489898989899,-0.043798230754752455,0.5545514670514671,0.0700255768403126,-0.18086124401913878,-0.2763157894736843,-0.02111760883690711,247.25,30.91251095160875,-17.0,-0.07657657657657657,-4.666666666666667,27.0,11.91637528781298,-19.0,-1.0,-5.0,0.675863284161245,0.006038953205825811,0.021922083237408185,0.03229940074624049,0.009934536447275303,True,-26.163059457772132,1,-5.786978182278454,1,-3.9710002941176947,1,3.6586576570018683,1,2.273487204651179,1,-1.5763547357855188,0,-1.154824568022656,0,-1.366760534792507,0,-2.265789667401062,1,4.102310064269903,1,below_normal,below_normal,below_normal,above_normal,above_normal,normal,normal,normal,below_normal,above_normal,7,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,7.0,3.5,pos_sales,Pricing / Mix Issue,Critical Alert,Positive Outlier,Critical Alert,green,241133.19,5.1353
MED-147,4927.8056,0.5,0.35,0.75,40.0,351.9861142857143,1.0,10.0,46,6.0,9.0,2.0,12.0,0.0,0.0,11.0,0.9166666666666666,14.0,0.75,0,2026-03-28,MED-147 GA-Sandy Springs,Region 3,District 306,GA,Atlanta,2016-02-01 00:00:00,"4. Low Supply, Low Demand",6500.0,Atlanta GA,The Eye Gallery,4.0,82405.3,14187.5,36.0,1.0,0.0,Community Center,2016 Vintage,3.0,Active,Atlanta GA - AL -NC,Growth Era (2016-2019),0.0,0,0,0,0,0,0,0,0,0,0,0,10.2,4.666666666666667,16398.470525,2988.7104344140444,-6999.8704,-0.5868595357553308,-4257.536466666667,0.42749999999999994,0.06742279535389312,0.0,0.0,-0.02,452.7532945470383,44.92068189667305,-74.00231428571425,-0.17371907151066135,-26.577108246225333,0.26021018455228984,0.09390781387952904,0.2857142857142857,1.3333333333333335,0.08333333333333333,0.671870286576169,0.1497701101842488,0.15000000000000002,0.25,0.07051282051282053,0.7541866028708134,0.025849500938965358,0.16666666666666663,0.2222222222222221,0.055555555555555546,0.41773551525873504,0.11543947634772511,-0.5882352941176471,-1.0,-0.12698412698412698,63.25,13.598406769422166,3.0,0.06976744186046502,-8.666666666666666,13.25,1.499999999999994,-15.0,-1.0,-4.666666666666667,0.6145115728084564,0.026404049239146857,0.12777777777777777,0.2053571428571428,0.05645161290322579,True,-3.8379980853678446,1,-1.1494628722112894,0,-2.2432246352161256,1,2.5534596700901577,1,0.5216642581601563,0,6.285617048448773,1,-3.618653934295736,1,-1.2685309604643487,0,-8.83333333333337,1,5.131350345713922,1,below_normal,normal,below_normal,above_normal,normal,above_normal,below_normal,normal,below_normal,above_normal,7,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,4,3,6.0,3.5,pos_sales,Pricing / Mix Issue,Critical Alert,Positive Outlier,Critical Alert,red,1038.45,-0.7893
MED-386,3050.2719,0.0,0.4,0.4,20.0,381.2839875,0.7,7.0,102,0.0,4.0,1.0,3.0,1.0,1.0,4.0,1.3333333333333333,8.0,0.3333333333333333,0,2026-03-28,MED-386 IN-Spencer,Region 1,District 104,IN,Spencer,2018-07-30 00:00:00,"4. Low Supply, Low Demand",2354.0,Indianapolis IN,Valley Optical,2.0,54236.3,1446.01,49.0,1.0,0.0,Small Strip Center,2018 Vintage,4.0,Active,"Indianapolis, IN",Growth Era (2016-2019),1.0,0,0,0,0,0,0,0,0,0,0,0,7.7,2.0,20918.707475,4192.608232514682,-18012.6019,-0.8551825392411552,-5658.2733333333335,0.7187228554788252,0.09446988792973625,-0.4217821782178217,-0.5132530120481927,-0.07333333333333332,277.2690777880936,35.26562558877665,127.51442364457833,0.5024811553730146,19.432878091397868,0.21696397857388572,0.14819788178353377,-0.11764705882352941,-1.0,-0.037037037037037035,0.6802579365079366,0.029770501403937336,-0.24285714285714288,-0.37777777777777777,-0.09629629629629628,1.170348256261569,0.22109435693541304,0.3627450980392156,0.3737373737373737,-0.04938271604938271,0.41048085901027076,0.09080298786181283,0.5555555555555556,1.25,0.2380952380952381,116.25,23.12826553519884,14.0,0.15909090909090917,-10.0,5.0,1.9999999999999951,-6.0,-1.0,-2.0,0.3803145310776883,0.02726252847031954,-0.03623188405797101,-0.0980392156862745,-0.019323671497584554,True,-4.261890113277458,1,-3.3738036792833,1,2.9494701419676312,1,-1.4640153824249365,0,-9.413947474558515,1,0.7371742966708829,0,6.492287917737686,1,-0.6161292111729246,0,-2.500000000000006,1,-1.7232883514639146,0,below_normal,below_normal,above_normal,normal,below_normal,normal,above_normal,normal,below_normal,normal,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,3,5.0,4.0,epp_pct,Operational Risk,Critical Alert,Positive Outlier,Critical Alert,green,38136.75,11.5027
MED-652,24409.0222,0.3125,0.5851063829787234,0.7241379310344828,94.0,443.8004036363636,0.8518518518518519,23.0,90,15.0,21.0,19.0,48.0,12.0,0.631578947368421,44.0,0.9166666666666666,55.0,0.6486486486486487,0,2026-03-28,MED-652 TX-North Richland Hills,Region 4,District 405,TX,North Richland Hills,2020-01-13 00:00:00,"3. Low Supply, High Demand",3424.0,Dallas-Ft.Worth TX,First Eye Care / Hughes Eye Care Pllc,1.0,112469.0,10216.2,48.0,1.0,0.0,Free Standing,2020 Vintage,5.0,Active,"Dallas - Ft. Worth, TX",Post-COVID (2020-2022),0.0,0,0,0,0,0,0,0,0,0,0,0,6.2,11.0,28181.823675,1473.8164852598293,-5216.876199999999,-0.17609174680758366,-744.8881000000001,0.8042334096109839,0.10818701499224154,-0.3412094064949608,-0.3683510638297872,-0.028152944804193652,353.99568572843543,15.132148370095685,107.14246727272729,0.31825320510786614,32.59283367965369,0.28703640691843535,0.04772912702779688,0.011130136986301387,0.03693181818181834,0.006465517241379319,0.726679292929293,0.09523319225485591,-0.13586206896551722,-0.1579791499599037,0.02656449553001276,0.7313676928447991,0.059485475532041185,0.2591324200913242,0.3940972222222223,0.04118773946360151,0.4870115995115995,0.0827914067719465,0.07602339181286544,0.13684210526315788,0.05668016194331982,118.25,13.817259737975048,-20.0,-0.18181818181818177,-10.0,17.0,4.690415759823428,-23.0,-1.0,-4.0,0.6535440803266027,0.02837050305189828,-0.04003059663437014,-0.0581266197704553,0.0014014014014013994,True,-2.559885516774408,1,-2.025446645773292,1,5.934697156776578,1,0.5335021750289913,0,-0.026685673709322313,0,3.115028873259294,1,1.746163684052866,0,-2.044544326134243,1,-3.6244121780453784,1,-0.17255357330107254,0,below_normal,below_normal,above_normal,normal,normal,above_normal,normal,below_normal,below_normal,normal,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,3,5.0,4.0,pos_sales,Demand Warning,Critical Alert,Positive Outlier,Critical Alert,green,44868.67,0.8382
MED-371,26861.7088,0.296875,0.6228070175438597,0.5853658536585366,114.0,378.3339267605634,0.7317073170731707,30.0,119,19.0,24.0,24.0,64.0,6.0,0.25,54.0,0.84375,71.0,0.6736842105263158,0,2026-03-28,MED-371 IN-Irvington,Region 1,District 104,IN,Indianapolis,2018-07-30 00:00:00,"3. Low Supply, High Demand",2942.0,Indianapolis IN,Dr. Alma Noreika,0.0,69054.1,14602.8,47.0,1.0,0.0,Urban,2018 Vintage,5.0,Active,"Indianapolis, IN",Growth Era (2016-2019),0.0,0,0,0,0,0,0,0,0,0,0,0,7.7,14.2,30383.681699999997,1573.3174015353582,-5074.809399999998,-0.15890302656724797,-1548.6078666666665,0.8048245614035088,0.026193673782411463,-0.17543859649122806,-0.21978021978021978,-0.06432748538011694,331.3247139562475,17.972500232308935,27.383177310013934,0.07802569834338646,13.181085264273804,0.31462136478583846,0.10225694107795633,0.109375,0.5833333333333333,0.0068530701754385874,0.5881089373504967,0.05688486576380673,-0.006470881035340992,-0.010933557611438216,-0.0067559830527882765,0.9488353485064012,0.05370989059309614,-0.03125,-0.0357142857142857,-0.03453947368421051,0.5602083333333334,0.0859596562347717,-0.27,-0.5192307692307693,-0.09444444444444444,143.25,17.461863207191442,-9.0,-0.0703125,-7.666666666666667,22.0,4.546060565661952,-17.0,-1.0,-9.333333333333334,0.6944486334794101,0.01698195378514014,-0.015970961887477375,-0.023157894736842155,-0.010006497725795982,True,-2.238564765484065,1,-6.948912373714843,1,2.615618984375253,1,-0.1735467988653151,0,-0.04822167821138625,0,-1.9565362607517363,0,-3.6087665647021336,1,-1.3887406923456458,0,-4.839354795704659,1,-1.2227346285245455,0,below_normal,below_normal,above_normal,normal,normal,normal,below_normal,normal,below_normal,normal,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,5.0,3.0,utilization,Operational Risk,Critical Alert,Positive Outlier,Critical Alert,green,36014.34,0.3407
MED-679,11619.5438,0.07692307692307693,0.55,0.5263157894736842,40.0,528.1610818181817,0.7777777777777778,14.0,60,1.0,10.0,5.0,13.0,4.0,0.8,15.0,1.1538461538461537,22.0,0.48148148148148145,0,2026-03-28,MED-679 IN-Fall Creek,Region 1,District 104,IN,Indianapolis,2020-03-09 00:00:00,"4. Low Supply, Low Demand",5150.0,Indianapolis IN,Community Eye Care of Indiana: North,0.0,138057.0,3901.76,49.0,1.0,0.0,Small Strip Center,2020 Vintage,4.0,Active,,Post-COVID (2020-2022),0.0,0,0,0,0,0,0,0,0,0,0,0,6.1,5.5,24145.602150000002,2468.3997898104753,-12302.9081,-0.5142829067617438,-3634.5848666666666,0.6609046702725192,0.05251039858581742,-0.14565217391304341,-0.20937499999999987,-0.022807017543859647,461.6786868665921,71.75303841978898,29.77666723484839,0.059746385247104294,16.313988974854908,0.2730038915518212,0.03709697352872856,-0.16117216117216115,-0.676923076923077,-0.05565978736710444,0.7344963972431078,0.1176878927944548,-0.2070175438596491,-0.2822966507177034,-0.015037593984962405,0.9576756080939292,0.04922089020788329,0.20146520146520142,0.21153846153846145,0.06754221388367727,0.6894220846233229,0.12249707225544738,0.0,0.0,0.011764705882352974,89.5,15.84297951775486,-20.0,-0.25,-6.666666666666667,10.5,2.3804761428476207,-12.0,-1.0,-4.333333333333333,0.6482382899113082,0.014223080844644492,-0.18518518518518517,-0.2777777777777778,-0.053047839506172846,True,-5.074566284484151,1,-2.1120515794841728,1,0.9265446650863257,0,-5.285628340460059,1,-1.7689211933891693,0,3.98551397432478,1,0.9026984346702198,0,-1.8620234891385194,0,-4.410882264688223,1,-11.72438026973718,1,below_normal,below_normal,normal,below_normal,normal,above_normal,normal,normal,below_normal,below_normal,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,3,5.0,4.0,comp_exam_pct,Demand Warning,Critical Alert,Positive Outlier,Critical Alert,green,38612.18,2.323
MED-1153,14861.2261,0.24324324324324326,0.5555555555555556,0.5,81.0,330.2494688888889,0.7714285714285715,27.0,120,9.0,17.0,12.0,37.0,12.0,1.0,21.0,0.5675675675675675,45.0,0.6491228070175439,0,2026-03-28,MED-1153 TN-Murfreesboro-Clari Park,Region 1,District 103,TN,Murfreesboro,2024-06-18 00:00:00,,2400.0,Nashville TN,LensCrafters,4.0,79781.5,6280.82,38.0,1.0,,Small Strip Center,2024 De Novo,2.0,Active,,Recent (2023+),1.0,0,0,0,0,0,0,0,0,0,0,0,1.8,22.5,20754.824875,1446.7583152332277,-4905.701300000001,-0.24817723062007102,-2599.2246666666665,0.7027391975308642,0.011708326315958455,-0.14814814814814814,-0.21052631578947367,-0.043981481481481476,366.1387748647088,31.92077670031533,-16.538731111111133,-0.04769115878542329,-27.24351097643097,0.3192698259187621,0.017570234331746787,-0.054629097182288644,-0.18339768339768336,-0.025301897642323174,0.6128036381114357,0.09053470758324625,-0.011627906976744207,-0.022727272727272818,-0.02941176470588236,0.7988394584139265,0.07136605597432294,-0.1983898792409431,-0.25900900900900903,-0.08031435691010158,0.8675856307435255,0.22034638330209144,0.0,0.0,0.11904761904761903,142.0,41.21488404286329,-22.0,-0.15492957746478875,8.0,13.5,4.795831523312719,-13.0,-1.0,-2.3333333333333335,0.6242372234935164,0.04226489144903572,0.030701754385964897,0.049645390070921946,-0.010678871090770406,True,-4.073658131385897,1,-12.57085240054313,1,-1.1243243331063868,0,-4.327010171864933,1,-1.2459711984789177,0,-3.240642735386261,1,0.600937339075525,0,-0.5337877446681665,0,-2.8149445897705094,1,0.5888003652874695,0,below_normal,below_normal,normal,below_normal,normal,below_normal,normal,normal,below_normal,normal,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,5.0,3.0,utilization,Operational Risk,Critical Alert,Positive Outlier,Critical Alert,green,32693.0,1.1999
MED-523,9874.1778,0.6153846153846154,0.6190476190476191,0.3333333333333333,42.0,379.7760692307692,0.391304347826087,9.0,173,16.0,8.0,4.0,26.0,1.0,0.25,26.0,1.0,26.0,0.8666666666666667,0,2026-03-28,MED-523 NC-Zebulon-EastWake,Region 2,District 208,NC,Zebulon,2014-12-01 00:00:00,"2. High Supply, Low Demand",3318.0,Raleigh-Durham (Fayetteville) NC,NC Eye Associates,0.0,80034.0,1768.33,50.0,1.0,1.0,Neighborhood Center,2014 Vintage,4.0,Active,"Raleigh - Durham, NC - VA",Legacy (pre-2016),0.0,0,0,0,0,0,0,0,0,0,0,0,11.3,6.5,34349.168075,3689.109942025896,-26445.7391,-0.7281332491154461,-8566.849300000002,0.6842176621667515,0.04747947238163388,-0.04761904761904756,-0.0714285714285714,-0.04151404151404151,323.38986952171086,40.25309403966224,30.54609903846159,0.0874670035382159,24.36579980106099,0.34623616084290243,0.05958139217132577,0.26707000864304237,0.7667493796526055,0.07051282051282053,0.504793281711204,0.08287283815230484,-0.29353233830845776,-0.46825396825396837,-0.03656821378340366,0.4959550047330946,0.0904490459121154,0.3820224719101124,0.6181818181818184,0.16346153846153846,0.33331769709478687,0.0843165312206906,-0.022727272727272707,-0.08333333333333326,-0.004385964912280697,205.5,36.28130831893102,-9.0,-0.0494505494505495,-8.0,55.75,14.930394055974098,-58.0,-1.0,-11.333333333333334,0.7327082116664589,0.044988870849310796,0.1603174603174603,0.22696629213483144,0.032098765432098775,True,-6.6343889609208615,1,-1.3725940885632433,0,1.4007916920249615,0,4.517324029082419,1,-2.0689522912532476,1,5.572695545696076,1,-0.9881537569033837,0,-0.895778060545904,0,-3.7339938779239894,1,2.9775909568590544,1,below_normal,normal,normal,above_normal,below_normal,above_normal,normal,normal,below_normal,above_normal,6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,3,4.5,3.5,pos_sales,Low Exam Conversion,Critical Alert,Positive Outlier,Critical Alert,red,-21709.96,-3.1987
MED-668,15383.4146,0.3,0.5245901639344263,0.8285714285714286,61.0,480.73170625,0.7878787878787878,26.0,144,9.0,29.0,8.0,30.0,5.0,0.625,18.0,0.6,32.0,0.75,0,2026-03-28,MED-668 TN-Columbia,Region 1,District 103,TN,Columbia,2020-03-02 00:00:00,"3. Low Supply, High Demand",4200.0,Nashville TN,Primary EyeCare - Columbia,5.0,55140.1,7016.22,45.0,1.0,0.0,Free Standing,2020 Vintage,2.0,Active,,Post-COVID (2020-2022),0.0,0,0,0,0,0,0,0,0,0,0,0,6.1,16.0,24751.666,3224.0814613342204,-11840.8819,-0.4349380304464433,-1575.7330666666664,0.7208910891089109,0.06010887745831735,-0.11897419250121732,-0.18486759142496845,-0.06846994535519124,344.8115042657235,58.76899531261925,61.89637548076922,0.14778212565566196,68.41461532534247,0.3370700826321289,0.0893656708356658,-0.01578947368421052,-0.04999999999999993,-0.05625,0.8401915995540401,0.044217238842135055,-0.008163265306122436,-0.009756097560975618,-0.021106821106821088,0.48475138178518395,0.05294711667619501,0.12631578947368421,0.2666666666666666,0.012499999999999992,0.4666666666666667,0.1434458130052699,0.15441176470588236,0.328125,0.11944444444444445,121.5,21.794494717703365,41.0,0.3980582524271845,-2.0,20.75,4.5734742446707415,-20.0,-1.0,-7.333333333333333,0.6940519328312837,0.031437277026279825,0.054878048780487854,0.07894736842105265,0.007575757575757569,True,-2.9057117546040976,1,-3.2657559660902,1,2.312787572107615,1,-0.41481345448966583,0,-0.2627973000326402,0,2.1766741127686697,1,1.1037849764741232,0,1.032370802417528,0,-4.537032218816804,1,1.7796728107827775,0,below_normal,below_normal,above_normal,normal,normal,above_normal,normal,normal,below_normal,normal,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,4.0,4.0,utilization,Operational Risk,Critical Alert,Positive Outlier,Critical Alert,red,662.36,-0.9569
