site_id,site_name,pos_sales,eo_pct,utilization,epp_pct,exam_slots,asp,appts_created,ar,ar_pct,eo,epp,cl_exam,comp_exam,mas,mas_pct,ri,ri_pct,total_exam,warranty_cnt,date,Region,District,State,City,opening_date,Quad,sq_footage,dma,nearest_competitor,competitor_ct_1mi,median_hh_income_1mi,pop_1mi,avg_customer_age,is_medicaid,is_acuity,is_tele_opt,property_type,vintage,exam_lanes,office_status,media_market,vintage_cohort,pos_sales_dq_flag,utilization_dq_flag,asp_dq_flag,eo_pct_dq_flag,epp_pct_dq_flag,ri_pct_dq_flag,mas_pct_dq_flag,office_age_yrs,exams_per_lane,pos_sales_roll_mean,pos_sales_roll_std,pos_sales_wow_delta,pos_sales_wow_pct_chg,pos_sales_4w_trend,utilization_roll_mean,utilization_roll_std,utilization_wow_delta,utilization_wow_pct_chg,utilization_4w_trend,asp_roll_mean,asp_roll_std,asp_wow_delta,asp_wow_pct_chg,asp_4w_trend,eo_pct_roll_mean,eo_pct_roll_std,eo_pct_wow_delta,eo_pct_wow_pct_chg,eo_pct_4w_trend,epp_pct_roll_mean,epp_pct_roll_std,epp_pct_wow_delta,epp_pct_wow_pct_chg,epp_pct_4w_trend,ri_pct_roll_mean,ri_pct_roll_std,ri_pct_wow_delta,ri_pct_wow_pct_chg,ri_pct_4w_trend,mas_pct_roll_mean,mas_pct_roll_std,mas_pct_wow_delta,mas_pct_wow_pct_chg,mas_pct_4w_trend,has_min_history,pos_sales_zscore,pos_sales_flag,utilization_zscore,utilization_flag,asp_zscore,asp_flag,eo_pct_zscore,eo_pct_flag,epp_pct_zscore,epp_pct_flag,ri_pct_zscore,ri_pct_flag,mas_pct_zscore,mas_pct_flag,anomaly_score,pos_sales_direction,utilization_direction,asp_direction,eo_pct_direction,epp_pct_direction,ri_pct_direction,mas_pct_direction,primary_driver,anomaly_type,alert_tier
MED-547,MED-547 NC-Greensboro-FriendlyCen,40653,0.3870967741935484,0.7714285714285714,0.524390243902439,175,301.1333333333333,232,54,0.6585365853658537,48,43,29,124,6,0.20689655172413793,120,0.967741935483871,135,82,2026-02-28,Region 2,District 210,NC,Greensboro,2014-12-01 00:00:00,"4. Low Supply, Low Demand",2000.0,Greensboro-High Point-Winston Salem NC,Warby Parker,2.0,128794.0,6620.87,48.0,0.0,1.0,1.0,Community Center,2014 Vintage,3.0,Active,"Greensboro - High Point - Winston - Salem, NC - VA",Legacy (pre-2016),0,0,0,0,0,0,0,11.2,45.0,36715.5,11513.2303749498,-6303.0,-0.13423204702274472,4208.0,0.6653103514132925,0.09999195019344927,0.03346065699006873,0.045341614906832195,0.03410364145658262,345.11115984332696,27.770017680466513,-39.12753623188405,-0.11499275917880569,-2.2925518925518986,0.34995517955338673,0.049469723373833964,0.013962445835339399,0.03741935483870962,-0.006626656664166046,0.39929084183092745,0.04559967784528134,0.10854865974402317,0.2610336817653891,0.055393762892852826,0.9076163499591404,0.02062919543613301,0.08714492055849787,0.09896118097320938,0.012503125781445376,0.2684708436724566,0.12556706152682545,-0.21618037135278514,-0.5109717868338558,0.02729885057471264,True,0.34199784697847396,0,1.0612676301440003,0,-1.583644166742023,0,0.750794467951421,0,2.743427321920365,1,2.9145870332595605,1,-0.49036977691131434,0,2,normal,normal,normal,normal,above_normal,above_normal,normal,ri_pct,Watch,Watch
MED-005,MED-005 DC-L Street,53570,0.2875,0.7203389830508474,0.48148148148148145,118,630.2352941176471,177,55,1.0,23,26,42,80,24,0.5714285714285715,67,0.8375,85,54,2026-02-28,Region 2,District 201,DC,Washington,2002-04-01 00:00:00,"1. High Supply, High Demand",2097.0,Washington DC (Hagerstown MD),Dr Michael Khalil,17.0,128219.0,56919.7,44.0,0.0,1.0,0.0,Urban,pre2013,2.0,Active,"Washington, DC - MD - PA - VA - WV",Legacy (pre-2016),0,0,0,0,0,0,0,23.9,42.5,48861.5,10018.260311384736,-1046.0,-0.019151896880035157,332.0,0.7417693377004227,0.17458469423287729,-0.08918482647296211,-0.11016949152542377,-0.04914320399682496,541.0423838500917,34.380266034583904,94.78431372549016,0.17701772374395763,43.17684407096173,0.32600394323368376,0.04441526141118617,-0.09394329896907216,-0.2462837837837838,-0.012009803921568621,0.5128187019488646,0.08036526439772919,-0.09298660362490158,-0.1618655692729768,0.01763668430335097,0.8913350413908966,0.01737116783665945,-0.038788659793814406,-0.04426470588235287,-0.014950980392156846,0.47519230769230764,0.053993845072562045,0.15142857142857152,0.360544217687075,0.043040293040293054,True,0.46999178037421,0,-0.12275047789120348,0,2.5943054128154257,1,-0.8669079503376828,0,-0.3899348891866347,0,-3.099103174703381,1,1.7823561853565433,0,2,normal,normal,above_normal,normal,normal,below_normal,normal,ri_pct,Pricing / Mix Issue,Watch
MED-891,MED-891 TX-Austin-Rosedale,31194,0.3392857142857143,0.8375,0.7142857142857143,80,465.5820895522388,89,26,0.7647058823529411,19,25,24,56,14,0.5833333333333334,56,1.0,67,35,2026-02-28,Region 4,District 404,TX,Austin,2021-10-11 00:00:00,"3. Low Supply, High Demand",3283.0,Austin TX,Androzo Enterprises Pllc,3.0,107226.0,17602.7,41.0,1.0,1.0,0.0,Free Standing,2021 Vintage,2.0,Active,,Post-COVID (2020-2022),0,0,0,0,0,0,0,4.4,33.5,30120.5,6416.538760629962,3766.0,0.13730494385299696,-2322.3333333333335,0.7147569444444445,0.06470735552908861,0.05972222222222234,0.07678571428571446,0.03958333333333334,526.2512075101472,62.77666503732111,30.217010187159474,0.06940614123490763,-29.158627154084645,0.2422447474090285,0.07603263240885545,0.0665584415584416,0.2440476190476193,0.026888341543513956,0.7962346133398766,0.04006571431749399,-0.022556390977443663,-0.030612244897959218,-0.035978835978836,0.9522736309089594,0.02908549161722791,0.09090909090909094,0.10000000000000009,0.01149425287356324,0.7832962862564381,0.06962406252998184,-0.13095238095238093,-0.18333333333333335,-0.06362007168458779,True,0.1673020361985012,0,1.896894944198075,0,-0.9664278585337438,0,1.276306814616924,0,-2.0453622367686255,1,1.6408995150960861,0,-2.8720379945797583,1,2,normal,normal,normal,normal,below_normal,normal,below_normal,mas_pct,Watch,Watch
MED-890,MED-890 TX-Mesquite-N. Town East Blvd,64916,0.25874125874125875,0.7788461538461539,0.59375,208,400.71604938271605,258,88,0.9361702127659575,37,57,45,143,17,0.37777777777777777,143,1.0,162,96,2026-02-28,Region 4,District 406,TX,Mesquite,2022-04-04 00:00:00,"1. High Supply, High Demand",1093.0,Dallas-Ft.Worth TX,Key-Whitman Eye Center,5.0,93172.5,12349.5,49.0,0.0,1.0,0.0,Free Standing,2022 Vintage,4.0,Active,,Post-COVID (2020-2022),0,0,0,0,0,0,0,3.9,40.5,59032.5,11887.969450947732,-8426.0,-0.11488642251370296,4678.666666666667,0.7003454746413632,0.02890679959276915,0.10511734028683173,0.15602322206095787,0.03270775409329626,450.02318318454564,17.86506542967873,-60.554390868856274,-0.13127741468937504,-16.51647911431589,0.23507915267601223,0.017053409370835004,0.022630147630147646,0.09584533113944893,0.01504967524385,0.6795475113122171,0.08591820919772754,0.02375000000000005,0.04166666666666674,-0.02757352941176468,0.9700031044401511,0.027157071772754064,-0.00694444444444442,-0.006896551724137945,0.01941747572815533,0.45622261063980285,0.09593602503279111,-0.21796690307328603,-0.3658730158730159,-0.018218218218218212,True,0.4949121062496469,0,2.7156475400489195,1,-2.7599749911868243,1,1.387529352676762,0,-0.9985952001719143,0,1.1045703237395392,0,-0.8176785814839889,0,2,normal,above_normal,below_normal,normal,normal,normal,normal,asp,Pricing / Mix Issue,Watch
MED-887,MED-887 OK-Tulsa-S. Lewis Ave,15908,0.3125,0.691358024691358,0.8461538461538461,81,284.07142857142856,130,20,0.5263157894736842,10,33,9,32,1,0.1111111111111111,31,0.96875,56,39,2026-02-28,Region 4,District 408,OK,Tulsa,2021-11-15 00:00:00,"4. Low Supply, Low Demand",5365.0,Tulsa OK,Pediatric Dental Group and Adventure Vision,1.0,39409.3,12178.7,32.0,1.0,1.0,0.0,Free Standing,2021 Vintage,3.0,Active,,Post-COVID (2020-2022),0,0,0,0,0,0,0,4.3,18.666666666666668,12439.75,2454.107084732312,6264.0,0.6495230194939858,657.0,0.6824900483437069,0.10312860059718101,-0.1379102679915688,-0.16630355846042122,0.004115226337448541,258.3417647058824,26.123238784913777,0.4243697478991635,0.0014961189784914453,10.223809523809516,0.3424568965517241,0.06949019169619439,0.0,0.0,-0.041666666666666664,0.4831031976744186,0.12913622532838467,0.5024038461538461,1.4615384615384617,0.11538461538461538,0.6998383620689654,0.08771584819475209,0.21875,0.29166666666666674,0.10416666666666667,0.3611111111111111,0.1842569327975218,-0.3888888888888889,-0.7777777777777778,0.0,True,1.4132431390532854,0,0.08598949560354582,0,0.9849339156370268,0,-0.4310953218073322,0,2.811377268897355,1,3.065713248693446,1,-1.3568010505999393,0,2,normal,normal,normal,normal,above_normal,above_normal,normal,ri_pct,Watch,Watch
MED-882,MED-882 NY-Cortlandt Manor,24878,0.3246753246753247,0.8842105263157894,0.4074074074074074,95,296.1666666666667,205,38,0.7307692307692308,25,22,19,77,4,0.2105263157894737,50,0.6493506493506493,84,54,2026-02-28,Region 5,District 506,NY,Cortlandt Manor,2021-10-12 00:00:00,"3. Low Supply, High Demand",2110.0,New York NY,Walmart Vision & Glasses,0.0,141564.0,5389.43,49.0,1.0,1.0,0.0,Office Building,2021 Vintage,2.0,Active,,Post-COVID (2020-2022),0,0,0,0,0,0,0,4.4,42.0,29084.75,2150.2487259229824,-1589.0,-0.06003702724147053,-1562.3333333333333,0.7799760670123654,0.018672957151437804,0.0929061784897024,0.11740890688259098,0.02868179623370352,329.1141601843849,30.748721759404518,5.320512820512818,0.01829322048840698,-14.553639846743295,0.2607788592985961,0.03669657226023307,0.012987012987012991,0.04166666666666674,0.031302031302031304,0.44464832161851564,0.14093483051116437,0.10095579450418157,0.3294346978557503,0.010802469135802462,0.7109611879348721,0.09612440599737605,-0.03896103896103886,-0.05660377358490554,0.01986901986901986,0.44895833333333335,0.10208333333333319,-0.12280701754385967,-0.368421052631579,-0.06315789473684211,True,-1.9564015777729509,0,5.582107775328882,1,-1.0715077451192325,0,1.7412107300814894,0,-0.2642420903054065,0,-0.6409458445538225,0,-2.3356605800214854,1,2,normal,above_normal,normal,normal,normal,normal,below_normal,utilization,Operational Risk,Watch
MED-008,MED-008 VA-Potomac Mills,76469,0.3660130718954248,0.7745454545454545,0.43529411764705883,275,359.0093896713615,421,130,0.7738095238095238,56,74,47,153,21,0.44680851063829785,105,0.6862745098039216,213,170,2026-02-28,Region 2,District 206,VA,Woodbridge,2002-11-28 00:00:00,"2. High Supply, Low Demand",2793.0,Washington DC (Hagerstown MD),EyeDentity Optometric Services,9.0,90639.4,9687.05,39.0,1.0,1.0,1.0,Community Center,pre2013,2.0,Active,"Washington, DC - MD - PA - VA - WV",Legacy (pre-2016),0,0,0,0,0,0,0,23.3,106.5,70118.0,14034.635679869512,-10544.0,-0.12117729534667232,2490.0,0.6832034952910635,0.02754732772911879,0.10690697058043996,0.16012703453751498,0.039791013584117,334.0038020835141,33.06518434540597,-20.960042643049007,-0.05516244429290129,9.623544563500085,0.2757551344286781,0.022773938930062836,0.06487670825906117,0.21543963497348617,0.026004357298474928,0.42132090882090883,0.026321550785391813,-0.024165341812400598,-0.05259515570934248,0.01139840551605257,0.669220483400095,0.050631500961091216,0.07263814616755793,0.11837327523602026,-0.016575163398692805,0.49799169010991673,0.13385065717046035,-0.022579244463742987,-0.04810360777058287,0.02281004408663982,True,0.4525233247849472,0,3.3158192385331953,1,0.7562512679994069,0,3.9632115350762325,1,0.530865713045486,0,0.33682640411810205,0,-0.38239019929828594,0,2,normal,above_normal,normal,above_normal,normal,normal,normal,eo_pct,Low Exam Conversion,Watch
MED-006,MED-006 MD-Forestville,51195,0.26229508196721313,0.7756653992395437,0.31413612565445026,263,250.9558823529412,504,121,0.6368421052631579,32,60,19,122,7,0.368421052631579,67,0.5491803278688525,204,191,2026-02-28,Region 2,District 202,MD,Forestville,2002-06-01 00:00:00,"1. High Supply, High Demand",9375.0,Washington DC (Hagerstown MD),America's Best Contacts & Eyeglasses,1.0,63045.3,10103.5,42.0,1.0,1.0,0.0,Free Standing,pre2013,3.0,Active,"Washington, DC - MD - PA - VA - WV",Legacy (pre-2016),0,0,0,0,0,0,0,23.7,68.0,44035.25,8796.227235771785,-849.0,-0.01631311966797322,850.0,0.7901905171884299,0.09022971042313263,-0.0803016789497567,-0.09381398069611002,-0.005812683012106135,245.32585011737487,9.515568876470534,0.7443438914027354,0.002974858377752909,5.318627450980396,0.3217398527033158,0.03148748338176592,-0.04778243741263183,-0.15409836065573768,-0.009260417970216483,0.30755457059632285,0.015825962395181754,0.01710642268415319,0.05759162303664911,0.007710278216386424,0.4652183869361106,0.024701411314455485,0.0685601728300928,0.14264939185616088,0.038021941350686206,0.19504932407745706,0.04975274378308805,0.10755148741418769,0.41228070175438614,0.05614035087719299,True,0.8139569167657821,0,-0.1609793257760733,0,0.5916653337971088,0,-1.8878857359088441,0,0.4158707631032395,0,3.399074646540808,1,3.4846666810977855,1,2,normal,normal,normal,normal,normal,above_normal,above_normal,mas_pct,Watch,Watch
MED-523,MED-523 NC-Zebulon-EastWake,36646,0.26373626373626374,0.63125,0.4805194805194805,160,362.83168316831683,259,54,0.7297297297297297,24,37,17,91,6,0.35294117647058826,40,0.43956043956043955,101,77,2026-02-28,Region 2,District 208,NC,Zebulon,2014-12-01 00:00:00,"2. High Supply, Low Demand",3318.0,Raleigh-Durham (Fayetteville) NC,NC Eye Associates,0.0,80034.0,1768.33,50.0,0.0,1.0,1.0,Neighborhood Center,2014 Vintage,4.0,Active,"Raleigh - Durham, NC - VA",Legacy (pre-2016),0,0,0,0,0,0,0,11.2,25.25,33977.5,4598.283484084034,2094.0,0.060604306552442644,1931.3333333333333,0.7272566927299089,0.03690932937163936,-0.08705985915492964,-0.12120098039215699,-0.026562500000000006,329.56114784699304,10.873881621613789,24.086585129101138,0.0711053392905856,7.932905378449941,0.3652718870015646,0.06005692740134225,-0.017162612668230603,-0.061098901098900926,-0.03445078128622431,0.4648453700270534,0.057339256595741954,0.09780343113676443,0.255550900712191,-0.000746380056724875,0.4813680140104339,0.034787710347803334,-0.0548215829114706,-0.11088911088911102,-0.00115917837436826,0.29136957813428405,0.12576436937750757,0.17112299465240643,0.9411764705882353,-0.03921568627450981,True,0.580325247287697,0,-2.601149746266568,1,3.059674224813395,1,-1.690656309916907,0,0.27335740682747334,0,-1.2017914956749738,0,0.48957903292533056,0,2,normal,below_normal,above_normal,normal,normal,normal,normal,asp,Pricing / Mix Issue,Watch
MED-515,MED-515 NC-Wake Forest,44877,0.3035714285714286,0.8928571428571429,0.49438202247191015,140,359.016,224,64,0.7272727272727273,34,44,25,112,14,0.56,80,0.7142857142857143,125,89,2026-02-28,Region 2,District 208,NC,Wake Forest,2014-01-02 00:00:00,"1. High Supply, High Demand",2130.0,Raleigh-Durham (Fayetteville) NC,"InView Eye Care, OD, PLLC",4.0,103466.0,5083.22,49.0,0.0,1.0,0.0,Free Standing,2014 Vintage,4.0,Active,"Raleigh - Durham, NC - VA",Legacy (pre-2016),0,0,0,0,0,0,0,12.2,31.25,44063.5,11890.886159856487,-9807.0,-0.17933947772657455,4031.3333333333335,0.7609761095043119,0.08402801106925416,0.08575054387237124,0.10624438454627128,0.08333333333333333,355.50941320895413,9.530249599140205,15.091471698113253,0.0438801843317973,-1.746518518518504,0.3240812949925836,0.024676016496786017,-0.0485412474849094,-0.13785714285714268,-0.0027056277056276925,0.3140622168529145,0.050221338142248946,0.1222889992160962,0.3286516853932586,0.05146067415730338,0.5738371099155207,0.03521919930817126,0.12977867203219318,0.2220309810671257,0.047619047619047596,0.3691218911807148,0.11891040603935991,0.08380952380952383,0.17599999999999993,0.03515151515151518,True,0.06841374049533565,0,1.569488932019792,0,0.367942807223249,0,-0.8311660200027157,0,3.5905018123621186,1,3.9878420614067704,1,1.6052262806680155,0,2,normal,normal,normal,normal,above_normal,above_normal,normal,ri_pct,Watch,Watch
